CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
2020-07-12,03:00:00,QUEENS,11435,40.70097,-73.81423,POINT (-73.81423 40.70097),138 STREET,90 AVENUE,,1,0,0,0,0,0,1,0,Aggressive Driving/Road Rage,Unspecified,Unspecified,Unspecified,Unspecified,4328136,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Sedan
2020-07-12,21:35:00,QUEENS,11370,40.768303,-73.89962,POINT (-73.89962 40.768303),HAZEN STREET,DITMARS BOULEVARD,,1,0,1,0,0,0,0,0,Unspecified,,,,,4328259,SLINGSHOT,,,,
2020-07-12,09:59:00,QUEENS,11413,40.679596,-73.75107,POINT (-73.75107 40.679596),,,218-01 MERRICK BOULEVARD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4327680,Sedan,Station Wagon/Sport Utility Vehicle,,,
2020-07-12,07:40:00,QUEENS,11692,40.590393,-73.789474,POINT (-73.789474 40.590393),,,148 BEACH 60 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4327702,Sedan,,,,
2020-07-12,11:05:00,,,,,,WHITE PLAINS ROAD,PELHAM PARKWAY NORTH,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4328603,Sedan,E-SCOOTER,,,
2020-07-12,22:11:00,BROOKLYN,11207,40.676144,-73.893074,POINT (-73.893074 40.676144),BRADFORD STREET,ATLANTIC AVENUE,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,4328419,Sedan,Station Wagon/Sport Utility Vehicle,,,
2020-07-12,15:00:00,,,40.739574,-73.79167,POINT (-73.79167 40.739574),LONG ISLAND EXPRESSWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4328064,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
2020-07-12,01:50:00,,,40.76548,-73.913704,POINT (-73.913704 40.76548),STEINWAY STREET,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4327493,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-07-12,16:43:00,BRONX,10468,40.862743,-73.90357,POINT (-73.90357 40.862743),,,53 WEST FORDHAM ROAD,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4327830,Motorbike,Station Wagon/Sport Utility Vehicle,,,
2020-07-12,23:20:00,BROOKLYN,11233,40.67921,-73.91375,POINT (-73.91375 40.67921),BOYLAND STREET,HULL STREET,,1,0,1,0,0,0,0,0,,,,,,4327946,,,,,
2020-07-12,02:25:00,BROOKLYN,11212,40.66827,-73.90263,POINT (-73.90263 40.66827),SUTTER AVENUE,JUNIUS STREET,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,Unspecified,Unspecified,Unspecified,4329643,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Pick-up Truck,Pick-up Truck
2020-07-12,14:45:00,,,40.753788,-73.744286,POINT (-73.744286 40.753788),CROSS ISLAND PARKWAY,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4328431,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-07-12,16:46:00,BROOKLYN,11249,40.707,-73.9673,POINT (-73.9673 40.707),WYTHE AVENUE,DIVISION AVENUE,,1,0,1,0,0,0,0,0,Unspecified,,,,,4328227,Station Wagon/Sport Utility Vehicle,,,,
2020-07-12,19:51:00,,,40.825996,-73.92483,POINT (-73.92483 40.825996),WALTON AVENUE,EAST 158 STREET,,3,0,3,0,0,0,0,0,Backing Unsafely,,,,,4328365,Sedan,,,,
2020-07-12,13:20:00,,,40.84525,-73.91499,POINT (-73.91499 40.84525),CROSS BRONX EXPY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4328245,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-07-12,09:30:00,STATEN ISLAND,10310,40.63924,-74.12178,POINT (-74.12178 40.63924),,,1681 RICHMOND TERRACE,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4327988,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
2020-07-12,19:11:00,QUEENS,11422,40.671947,-73.73384,POINT (-73.73384 40.671947),135 AVENUE,241 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4329290,Sedan,Sedan,,,
2020-07-12,15:45:00,QUEENS,11374,40.73426,-73.862595,POINT (-73.862595 40.73426),97 STREET,HORACE HARDING EXPRESSWAY,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4327674,Sedan,Sedan,,,
2020-07-12,23:03:00,MANHATTAN,10034,40.86369,-73.91707,POINT (-73.91707 40.86369),9 AVENUE,WEST 207 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,Unspecified,,,4330451,Sedan,Sedan,Sedan,,
2020-07-12,08:20:00,QUEENS,11434,40.666695,-73.767136,POINT (-73.767136 40.666695),SOUTH CONDUIT AVENUE,FARMERS BOULEVARD,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4327527,Sedan,Sedan,,,
2020-07-12,06:30:00,QUEENS,11434,40.665062,-73.77844,POINT (-73.77844 40.665062),159 STREET,ROCKAWAY BOULEVARD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,,,,,4328303,Sedan,,,,
2020-07-12,10:59:00,BRONX,10460,40.840866,-73.87281,POINT (-73.87281 40.840866),MORRIS PARK AVENUE,EAST 180 STREET,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,4328188,Sedan,,,,
2020-07-12,13:00:00,MANHATTAN,10029,40.79486,-73.94649,POINT (-73.94649 40.79486),EAST 109 STREET,PARK AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4330163,Sedan,,,,
2020-07-12,09:00:00,BROOKLYN,11222,40.727093,-73.946724,POINT (-73.946724 40.727093),NORMAN AVENUE,JEWEL STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4327880,Sedan,,,,
2020-07-12,06:31:00,BROOKLYN,11203,40.641125,-73.94563,POINT (-73.94563 40.641125),NEW YORK AVENUE,AVENUE D,,2,0,0,0,0,0,2,0,Driver Inexperience,Unspecified,,,,4328463,Sedan,Sedan,,,
2020-07-12,12:17:00,QUEENS,11422,40.67452,-73.736084,POINT (-73.736084 40.67452),MERRICK BOULEVARD,234 STREET,,0,0,0,0,0,0,0,0,Tire Failure/Inadequate,Unspecified,,,,4327558,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,
2020-07-12,16:30:00,,,40.765224,-73.92275,POINT (-73.92275 40.765224),31 STREET,,,2,0,1,0,1,0,0,0,Driver Inattention/Distraction,,,,,4327719,Bike,,,,
2020-07-12,00:00:00,BROOKLYN,11218,40.635284,-73.9675,POINT (-73.9675 40.635284),,,1002 DITMAS AVENUE,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,Unspecified,,,4327746,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
2020-07-12,03:10:00,BRONX,10468,40.860218,-73.90721,POINT (-73.90721 40.860218),,,2260 UNIVERSITY AVENUE,3,0,0,0,0,0,3,0,Failure to Yield Right-of-Way,Unsafe Speed,,,,4327832,Sedan,Sedan,,,
2020-07-12,20:17:00,BRONX,10467,40.88398,-73.8662,POINT (-73.8662 40.88398),,,3764 BRONX BOULEVARD,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4327839,Sedan,,,,
2020-07-12,17:14:00,QUEENS,11368,40.74631,-73.86827,POINT (-73.86827 40.74631),42 AVENUE,JUNCTION BOULEVARD,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,,,,,4327754,Bike,,,,
2020-07-12,10:00:00,QUEENS,11433,40.698494,-73.79159,POINT (-73.79159 40.698494),164 STREET,107 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4327633,Sedan,,,,
2020-07-12,09:00:00,BRONX,10454,40.803593,-73.919785,POINT (-73.919785 40.803593),BRUCKNER BOULEVARD,SAINT ANNS AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Other Vehicular,Other Vehicular,,,4327855,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
2020-07-12,18:45:00,MANHATTAN,10040,40.855133,-73.93688,POINT (-73.93688 40.855133),FORT WASHINGTON AVENUE,WEST 187 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4328235,Sedan,,,,
2020-07-12,23:05:00,QUEENS,11694,40.578133,-73.84223,POINT (-73.84223 40.578133),ROCKAWAY BEACH BOULEVARD,BEACH 122 STREET,,1,0,0,0,1,0,0,0,View Obstructed/Limited,Unspecified,,,,4328562,Sedan,Bike,,,
2020-07-12,23:50:00,,,40.865612,-73.801094,POINT (-73.801094 40.865612),PARK DRIVE,ORCHARD BEACH ROAD,,3,0,0,0,0,0,3,0,Alcohol Involvement,Unspecified,,,,4328009,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-07-12,01:12:00,BROOKLYN,11216,40.680855,-73.93855,POINT (-73.93855 40.680855),ALBANY AVENUE,DECATUR STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4327445,Station Wagon/Sport Utility Vehicle,,,,
2020-07-12,15:00:00,,,40.688934,-73.905045,POINT (-73.905045 40.688934),MOFFAT STREET,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4328164,Sedan,,,,
2020-07-12,16:00:00,QUEENS,11385,40.70497,-73.889854,POINT (-73.889854 40.70497),OTTO ROAD,66 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4334138,Station Wagon/Sport Utility Vehicle,,,,
2020-07-12,18:55:00,BROOKLYN,11236,40.635616,-73.91313,POINT (-73.91313 40.635616),,,8009 FLATLANDS AVENUE,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4329056,Motorcycle,Sedan,,,
2020-07-12,23:40:00,MANHATTAN,10032,40.838497,-73.939835,POINT (-73.939835 40.838497),WEST 165 STREET,SAINT NICHOLAS AVENUE,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4327897,Station Wagon/Sport Utility Vehicle,E-Bike,,,
2020-07-12,20:50:00,BROOKLYN,11234,40.61964,-73.9414,POINT (-73.9414 40.61964),,,3418 KINGS HIGHWAY,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4328334,Motorbike,Sedan,,,
2020-07-12,13:42:00,BROOKLYN,11220,40.634617,-74.02353,POINT (-74.02353 40.634617),4 AVENUE,BAY RIDGE AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4328028,Motorcycle,Sedan,,,
2020-07-12,19:40:00,QUEENS,11369,40.76301,-73.87532,POINT (-73.87532 40.76301),94 STREET,ASTORIA BOULEVARD,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,Unspecified,Unspecified,,4328305,Sedan,Sedan,Sedan,Sedan,
2020-07-12,15:22:00,QUEENS,11375,40.720165,-73.844795,POINT (-73.844795 40.720165),71 AVENUE,AUSTIN STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,4328189,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
2020-07-12,18:24:00,BROOKLYN,11235,40.582718,-73.956116,POINT (-73.956116 40.582718),,,64 NEPTUNE AVENUE,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4327820,Sedan,Bike,,,
2020-07-12,04:30:00,QUEENS,11419,40.687668,-73.8117,POINT (-73.8117 40.687668),107 AVENUE,133 STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Traffic Control Disregarded,Unspecified,Unspecified,,4327996,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,
2020-07-12,00:30:00,QUEENS,11434,,,,176 STREET,132 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4327562,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,
2020-07-12,18:15:00,QUEENS,11427,40.72558,-73.75262,POINT (-73.75262 40.72558),213 STREET,HILLSIDE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4327679,Sedan,Sedan,,,
2020-07-12,17:55:00,,,40.681446,-73.94644,POINT (-73.94644 40.681446),MACON STREET,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4330720,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-07-12,04:45:00,,,40.75308,-73.93718,POINT (-73.93718 40.75308),40 AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4328597,Sedan,,,,
2020-07-12,07:20:00,BRONX,10467,40.872173,-73.86319,POINT (-73.86319 40.872173),SOUTH OAK DRIVE,BARNES AVENUE,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,4328361,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-07-12,14:20:00,,,40.762825,-73.93398,POINT (-73.93398 40.762825),21 STREET,,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,,,,4328598,Station Wagon/Sport Utility Vehicle,Truck,,,
2020-07-12,03:45:00,,,40.89711,-73.88008,POINT (-73.88008 40.89711),MAJOR DEEGAN EXPRESSWAY,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,,,,,4327881,Sedan,,,,
2020-07-12,21:28:00,BROOKLYN,11225,40.667583,-73.956795,POINT (-73.956795 40.667583),,,1040 CARROLL STREET,1,0,1,0,0,0,0,0,Backing Unsafely,,,,,4328870,Station Wagon/Sport Utility Vehicle,,,,
2020-07-12,05:31:00,BROOKLYN,11203,40.637035,-73.935616,POINT (-73.935616 40.637035),FARRAGUT ROAD,EAST 43 STREET,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,Unspecified,4329845,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Sedan
2020-07-12,00:30:00,QUEENS,11433,40.70274,-73.79842,POINT (-73.79842 40.70274),ARCHER AVENUE,160 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4327632,Bus,Bike,,,
2020-07-12,12:40:00,MANHATTAN,10016,40.745567,-73.971825,POINT (-73.971825 40.745567),,,415 EAST 37 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4327560,Sedan,Sedan,,,
2020-07-12,01:50:00,QUEENS,11421,40.68791,-73.85555,POINT (-73.85555 40.68791),,,91-05 87 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4327868,Sedan,,,,
2020-07-12,22:38:00,QUEENS,11356,40.786278,-73.84113,POINT (-73.84113 40.786278),,,13-36 127 STREET,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,4328124,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-07-12,22:37:00,BROOKLYN,11226,40.650528,-73.95583,POINT (-73.95583 40.650528),BEDFORD AVENUE,CHURCH AVENUE,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4338041,Bike,,,,
2020-07-12,22:10:00,,,40.787735,-73.78986,POINT (-73.78986 40.787735),CLEARVIEW EXPRESSWAY,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Passing or Lane Usage Improper,,,,4327706,Station Wagon/Sport Utility Vehicle,Box Truck,,,
2020-07-12,15:00:00,BROOKLYN,11218,40.632442,-73.97532,POINT (-73.97532 40.632442),,,797 EAST 3 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4327935,Station Wagon/Sport Utility Vehicle,,,,
2020-07-12,01:50:00,,,40.79225,-73.823105,POINT (-73.823105 40.79225),WHITESTONE EXPRESSWAY,8 AVENUE,,4,0,0,0,0,0,4,0,Reaction to Uninvolved Vehicle,,,,,4327467,Sedan,,,,
2020-07-12,23:30:00,QUEENS,11419,40.690483,-73.82269,POINT (-73.82269 40.690483),,,101-53 123 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4327728,Sedan,Sedan,,,
2020-07-12,18:30:00,BRONX,10451,40.822826,-73.91658,POINT (-73.91658 40.822826),EAST 158 STREET,COURTLANDT AVENUE,,1,0,1,0,0,0,0,0,,,,,,4327861,E-Scooter,,,,
2020-07-12,19:35:00,BRONX,10463,40.88945,-73.90448,POINT (-73.90448 40.88945),,,3900 GREYSTONE AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4328965,Sedan,,,,
2020-07-12,14:44:00,MANHATTAN,10032,40.843346,-73.93764,POINT (-73.93764 40.843346),,,590 WEST 172 STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4327690,Sedan,Station Wagon/Sport Utility Vehicle,,,
2020-07-12,09:45:00,BROOKLYN,11201,40.69484,-73.98391,POINT (-73.98391 40.69484),FLATBUSH AVENUE EXTENSION,JOHNSON STREET,,1,0,1,0,0,0,0,0,Driver Inexperience,,,,,4327541,,,,,
2020-07-12,15:50:00,BROOKLYN,11207,40.666042,-73.88863,POINT (-73.88863 40.666042),,,558 VAN SICLEN AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4328055,Sedan,,,,
2020-07-12,12:36:00,BROOKLYN,11203,40.651005,-73.94571,POINT (-73.94571 40.651005),EAST 34 STREET,CHURCH AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4327668,Box Truck,Sedan,,,
2020-07-12,01:45:00,,,40.669243,-73.80129,POINT (-73.80129 40.669243),VAN WYCK EXPWY,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4327568,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2020-07-12,08:15:00,BROOKLYN,11208,40.670998,-73.862236,POINT (-73.862236 40.670998),DUMONT AVENUE,FORBELL STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4327580,Sedan,,,,
2020-07-12,03:00:00,,,40.672062,-73.925255,POINT (-73.925255 40.672062),PARK PLACE,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4328026,Sedan,,,,
2020-07-12,11:39:00,BROOKLYN,11209,40.61461,-74.029594,POINT (-74.029594 40.61461),,,9512 FORT HAMILTON PARKWAY,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4327544,Station Wagon/Sport Utility Vehicle,,,,
2020-07-12,17:40:00,BROOKLYN,11220,40.645348,-74.01375,POINT (-74.01375 40.645348),4 AVENUE,52 STREET,,1,0,1,0,0,0,0,0,Traffic Control Disregarded,,,,,4328398,Sedan,,,,
2020-07-12,00:15:00,,,40.710716,-73.981544,POINT (-73.981544 40.710716),FDR DRIVE,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4327642,Pick-up Truck,,,,
2020-07-12,04:27:00,,,40.700245,-73.92089,POINT (-73.92089 40.700245),KNICKERBOCKER AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4327781,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
2020-07-12,05:50:00,,,40.822117,-73.89689,POINT (-73.89689 40.822117),WESTCHESTER AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4328059,Bike,Sedan,,,
2020-07-12,18:20:00,BROOKLYN,11214,40.597553,-73.99117,POINT (-73.99117 40.597553),BENSON AVENUE,24 AVENUE,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4330266,Bike,,,,
2020-07-12,20:50:00,QUEENS,11412,40.697285,-73.75645,POINT (-73.75645 40.697285),115 AVENUE,197 STREET,,0,0,0,0,0,0,0,0,View Obstructed/Limited,Unsafe Speed,,,,4328002,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2020-07-12,13:15:00,BRONX,10467,40.86003,-73.86464,POINT (-73.86464 40.86003),,,2315 WALLACE AVENUE,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,4328180,Station Wagon/Sport Utility Vehicle,E-Scooter,,,
2020-07-12,16:42:00,,,40.854538,-73.932526,POINT (-73.932526 40.854538),WEST 188 STREET,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4328224,Station Wagon/Sport Utility Vehicle,,,,
2020-07-12,23:20:00,QUEENS,11417,40.67547,-73.85953,POINT (-73.85953 40.67547),77 STREET,BELMONT AVENUE,,0,0,0,0,0,0,0,0,Other Vehicular,Passing Too Closely,,,,4327983,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-07-12,00:40:00,,,40.68708,-73.913895,POINT (-73.913895 40.68708),HALSEY STREET,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4327939,Ambulance,Sedan,,,
2020-07-12,15:40:00,,,40.8452,-73.92444,POINT (-73.92444 40.8452),UNDERCLIFF AVENUE,WASHINGTON BRIDGE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4328274,Sedan,Sedan,,,
2020-07-12,02:03:00,,,40.820145,-73.890656,POINT (-73.890656 40.820145),BRUCKNER EXPRESSWAY,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4328070,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-07-12,21:51:00,QUEENS,11434,40.655254,-73.76568,POINT (-73.76568 40.655254),ROCKAWAY BOULEVARD,182 STREET,,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,,,,4327685,Sedan,Sedan,,,
2020-07-12,00:00:00,QUEENS,11434,40.69137,-73.77997,POINT (-73.77997 40.69137),LINDEN BOULEVARD,170 STREET,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,4328006,Sedan,Sedan,,,
2020-07-12,09:30:00,QUEENS,11412,40.700935,-73.751114,POINT (-73.751114 40.700935),MURDOCK AVENUE,204 STREET,,0,0,0,0,0,0,0,0,Brakes Defective,,,,,4327563,Sedan,,,,
2020-07-12,13:35:00,BRONX,10453,40.846893,-73.92055,POINT (-73.92055 40.846893),UNIVERSITY AVENUE,WEST 174 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4328273,Sedan,Moped,,,
2020-07-12,19:55:00,QUEENS,11426,40.7266,-73.73118,POINT (-73.73118 40.7266),,,92-27 GETTYSBURG STREET,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4328106,Sedan,Sedan,,,
2020-07-12,07:35:00,,,40.61118,-74.15261,POINT (-74.15261 40.61118),STATEN ISLAND EXPRESSWAY,,,0,0,0,0,0,0,0,0,Unsafe Speed,,,,,4328172,Station Wagon/Sport Utility Vehicle,,,,
2020-07-12,06:30:00,QUEENS,11420,40.680786,-73.80525,POINT (-73.80525 40.680786),,,115-02 VANWYCK EXPRESSWAY,1,0,0,0,0,0,1,0,Unsafe Speed,,,,,4328760,Sedan,,,,
2020-07-12,17:45:00,,,40.597427,-73.74444,POINT (-73.74444 40.597427),BEACH 9 STREET,,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4327833,Station Wagon/Sport Utility Vehicle,,,,
2020-07-12,18:00:00,,,40.73272,-73.94281,POINT (-73.94281 40.73272),KINGSLAND AVENUE,GREENPOINT AVENUE,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,4327887,Sedan,Bus,,,
2020-07-12,04:39:00,BROOKLYN,11236,40.653522,-73.91015,POINT (-73.91015 40.653522),EAST 98 STREET,AVENUE B,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4329853,Station Wagon/Sport Utility Vehicle,,,,
2020-07-12,16:50:00,BROOKLYN,11234,40.608204,-73.920715,POINT (-73.920715 40.608204),FLATBUSH AVENUE,AVENUE V,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4330149,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-07-12,21:52:00,,,,,,MAJOR DEEGAN EXPRESSWAY,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4327862,Station Wagon/Sport Utility Vehicle,,,,
2020-07-12,15:30:00,,,40.893482,-73.84104,POINT (-73.84104 40.893482),EDENWALD AVENUE,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4327838,Sedan,Sedan,,,
2020-07-12,12:30:00,BROOKLYN,11203,40.659447,-73.9312,POINT (-73.9312 40.659447),,,575 UTICA AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4328453,Sedan,,,,
2020-07-12,23:55:00,QUEENS,11420,40.676342,-73.80715,POINT (-73.80715 40.676342),,,117-30 132 STREET,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4327993,Station Wagon/Sport Utility Vehicle,,,,
2020-07-12,14:30:00,QUEENS,11418,40.695156,-73.845406,POINT (-73.845406 40.695156),102 STREET,JAMAICA AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4327986,Station Wagon/Sport Utility Vehicle,Fire truck,,,
2020-07-12,16:30:00,,,40.75967,-73.92725,POINT (-73.92725 40.75967),34 AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4327911,Station Wagon/Sport Utility Vehicle,,,,
2020-07-12,21:30:00,BRONX,10462,40.834686,-73.85392,POINT (-73.85392 40.834686),,,1306 ODELL STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4328279,Sedan,,,,
2020-07-12,15:17:00,BROOKLYN,11203,40.641537,-73.93899,POINT (-73.93899 40.641537),AVENUE D,EAST 40 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4327645,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-07-12,09:09:00,BRONX,10455,40.813175,-73.89845,POINT (-73.89845 40.813175),BRUCKNER BOULEVARD,LEGGETT AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4328068,Sedan,Pick-up Truck,,,
2020-07-12,01:10:00,BROOKLYN,11211,40.709164,-73.95776,POINT (-73.95776 40.709164),,,294 SOUTH 5 STREET,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4328284,Sedan,Sedan,,,
2020-07-12,13:16:00,BROOKLYN,11207,40.68789,-73.90724,POINT (-73.90724 40.68789),COOPER STREET,CENTRAL AVENUE,,2,0,0,0,0,0,2,0,Traffic Control Disregarded,Unspecified,,,,4327780,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2020-07-12,15:00:00,,,40.82653,-73.94667,POINT (-73.94667 40.82653),WEST 147 STREET,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4327942,Sedan,Station Wagon/Sport Utility Vehicle,,,
