CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
2020-08-29,17:05:00,BROOKLYN,11203,40.656902,-73.947334,POINT (-73.947334 40.656902),,,702 NEW YORK AVENUE,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,,,,4342725,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-08-29,23:30:00,QUEENS,11423,40.714676,-73.76283,POINT (-73.76283 40.714676),197 STREET,91 AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,Unspecified,,,4343452,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
2020-08-29,07:00:00,MANHATTAN,10128,40.78519,-73.94934,POINT (-73.94934 40.78519),EAST 96 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,Unspecified,,,4343123,Taxi,Station Wagon/Sport Utility Vehicle,Van,,
2020-08-29,04:06:00,BRONX,10467,40.87916,-73.87715,POINT (-73.87715 40.87916),RESERVOIR OVAL WEST,TRYON AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,4342680,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Sedan,,
2020-08-29,19:20:00,,,40.689835,-73.9147,POINT (-73.9147 40.689835),EVERGREEN AVENUE,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,Unspecified,,,4343521,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,
2020-08-29,16:41:00,BROOKLYN,11234,40.612923,-73.9221,POINT (-73.9221 40.612923),,,5414 AVENUE T,0,0,0,0,0,0,0,0,Unspecified,Unspecified,Unspecified,,,4343236,Sedan,Station Wagon/Sport Utility Vehicle,Sedan,,
2020-08-29,16:10:00,QUEENS,11101,40.744026,-73.92616,POINT (-73.92616 40.744026),39 STREET,QUEENS BOULEVARD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4343379,Sedan,Station Wagon/Sport Utility Vehicle,,,
2020-08-29,00:00:00,QUEENS,11385,40.700405,-73.9054,POINT (-73.9054 40.700405),,,1723 CORNELIA STREET,1,0,1,0,0,0,0,0,,,,,,4342891,,,,,
2020-08-29,12:40:00,QUEENS,11378,40.719624,-73.91132,POINT (-73.91132 40.719624),RUST STREET,GRAND AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4342900,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-08-29,18:00:00,,,40.67036,-73.77779,POINT (-73.77779 40.67036),137 AVENUE,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4342747,Sedan,Bike,,,
2020-08-29,18:25:00,,,40.652554,-73.92078,POINT (-73.92078 40.652554),RALPH AVENUE,CHURCH AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4343097,Sedan,Station Wagon/Sport Utility Vehicle,,,
2020-08-29,21:15:00,MANHATTAN,10013,40.718884,-73.999275,POINT (-73.999275 40.718884),,,201 CENTRE STREET,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4343316,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-08-29,17:35:00,,,40.634884,-73.93343,POINT (-73.93343 40.634884),EAST 45 STREET,,,1,0,0,0,1,0,0,0,Glare,Unspecified,,,,4342956,Station Wagon/Sport Utility Vehicle,Bike,,,
2020-08-29,15:00:00,BROOKLYN,11212,40.669518,-73.911934,POINT (-73.911934 40.669518),,,1663 PITKIN AVENUE,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,4342792,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2020-08-29,23:09:00,,,40.749283,-73.756645,POINT (-73.756645 40.749283),LONG ISLAND EXPRESSWAY,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,4342927,Station Wagon/Sport Utility Vehicle,Tractor Truck Gasoline,,,
2020-08-29,09:00:00,QUEENS,11360,40.77965,-73.775444,POINT (-73.775444 40.77965),,,23-98 BELL BOULEVARD,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,4342774,Sedan,,,,
2020-08-29,18:50:00,MANHATTAN,10016,40.749725,-73.98363,POINT (-73.98363 40.749725),5 AVENUE,EAST 36 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4343059,Sedan,Station Wagon/Sport Utility Vehicle,,,
2020-08-29,20:39:00,QUEENS,11373,40.737694,-73.88224,POINT (-73.88224 40.737694),QUEENS BOULEVARD,51 AVENUE,,3,0,0,0,0,0,3,0,Driver Inexperience,Unspecified,,,,4342836,Motorcycle,Sedan,,,
2020-08-29,21:00:00,BRONX,10469,40.87746,-73.853745,POINT (-73.853745 40.87746),LACONIA AVENUE,EAST 215 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4343253,Station Wagon/Sport Utility Vehicle,,,,
2020-08-29,00:00:00,BROOKLYN,11212,40.662724,-73.92629,POINT (-73.92629 40.662724),,,1008 RUTLAND ROAD,0,0,0,0,0,0,0,0,Unspecified,,,,,4342951,Sedan,,,,
2020-08-29,16:35:00,QUEENS,11411,40.69317,-73.74483,POINT (-73.74483 40.69317),FRANCIS LEWIS BOULEVARD,SPRINGFIELD BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4342737,Sedan,Sedan,,,
2020-08-29,02:40:00,BRONX,10454,40.800446,-73.910866,POINT (-73.910866 40.800446),EAST 134 STREET,WALNUT AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,,4342678,Sedan,Box Truck,Pick-up Truck,Sedan,
2020-08-29,12:20:00,,,40.8047,-73.91243,POINT (-73.91243 40.8047),EAST 138 STREET,BRUCKNER BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4343124,Box Truck,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,
2020-08-29,02:03:00,BROOKLYN,11211,40.71335,-73.95153,POINT (-73.95153 40.71335),,,437 UNION AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4343081,Station Wagon/Sport Utility Vehicle,,,,
2020-08-29,19:13:00,BROOKLYN,11212,40.666187,-73.916664,POINT (-73.916664 40.666187),SARATOGA AVENUE,SUTTER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4342794,Sedan,,,,
2020-08-29,01:24:00,QUEENS,11373,40.74487,-73.87629,POINT (-73.87629 40.74487),GLEANE STREET,WHITNEY AVENUE,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,,,,4343005,Sedan,Station Wagon/Sport Utility Vehicle,,,
2020-08-29,08:15:00,,,40.847897,-73.94523,POINT (-73.94523 40.847897),HENRY HUDSON PARKWAY,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4343047,Sedan,,,,
2020-08-29,21:41:00,BRONX,10466,40.89009,-73.857254,POINT (-73.857254 40.89009),,,760 EAST 229 STREET,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,,,,4343255,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2020-08-29,13:30:00,,,40.680923,-73.83544,POINT (-73.83544 40.680923),107 AVENUE,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4342793,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2020-08-29,14:45:00,,,,,,BRONX WHITESTONE BRIDGE,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4343498,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-08-29,00:50:00,MANHATTAN,10027,40.80928,-73.949036,POINT (-73.949036 40.80928),,,215 WEST 125 STREET,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,,,,4343254,Bike,Sedan,,,
2020-08-29,22:00:00,QUEENS,11416,40.679344,-73.859535,POINT (-73.859535 40.679344),78 STREET,LIBERTY AVENUE,,3,0,0,0,0,0,3,0,Traffic Control Disregarded,Failure to Yield Right-of-Way,,,,4342795,Sedan,Sedan,,,
2020-08-29,18:00:00,,,40.663124,-73.96244,POINT (-73.96244 40.663124),EMPIRE BOULEVARD,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4342990,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-08-29,13:40:00,,,40.744892,-73.77022,POINT (-73.77022 40.744892),LONG ISLAND EXPRESSWAY,,,4,0,0,0,0,0,4,0,Following Too Closely,Unspecified,,,,4343035,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2020-08-29,15:20:00,BRONX,10475,40.882854,-73.8357,POINT (-73.8357 40.882854),,,3880 BOSTON ROAD,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,4343250,Sedan,,,,
2020-08-29,09:00:00,,,40.60415,-74.091156,POINT (-74.091156 40.60415),TARGEE STREET,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unsafe Lane Changing,Unspecified,Unspecified,,4342761,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,
2020-08-29,05:30:00,QUEENS,11435,40.704876,-73.81279,POINT (-73.81279 40.704876),HILLSIDE AVENUE,143 STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4342701,Taxi,Sedan,,,
2020-08-29,06:00:00,BROOKLYN,11235,40.5921,-73.932526,POINT (-73.932526 40.5921),,,2509 KNAPP STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,4343167,Sedan,Sedan,Station Wagon/Sport Utility Vehicle,,
2020-08-29,00:46:00,BROOKLYN,11230,40.633877,-73.95793,POINT (-73.95793 40.633877),,,1169 OCEAN AVENUE,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4342809,Sedan,Sedan,,,
2020-08-29,01:51:00,QUEENS,11420,40.6827,-73.81941,POINT (-73.81941 40.6827),,,109-24 122 STREET,0,0,0,0,0,0,0,0,Animals Action,Unspecified,,,,4342710,Sedan,Station Wagon/Sport Utility Vehicle,,,
2020-08-29,11:30:00,MANHATTAN,10040,40.861256,-73.925674,POINT (-73.925674 40.861256),THAYER STREET,NAGLE AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4342978,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-08-29,23:00:00,,,40.876183,-73.854454,POINT (-73.854454 40.876183),LACONIA AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4343258,Sedan,Sedan,,,
2020-08-29,00:12:00,QUEENS,11420,40.673115,-73.80171,POINT (-73.80171 40.673115),VANWYCK EXPRESSWAY,ALWICK ROAD,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4342803,Sedan,Sedan,,,
2020-08-29,15:46:00,BRONX,10457,40.838543,-73.90095,POINT (-73.90095 40.838543),,,3859 3 AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4343217,Station Wagon/Sport Utility Vehicle,,,,
2020-08-29,05:27:00,BROOKLYN,11230,40.615864,-73.95745,POINT (-73.95745 40.615864),,,1717 AVENUE N,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,Other Vehicular,,,4342813,Taxi,Sedan,Sedan,,
2020-08-29,21:40:00,BRONX,10457,40.844177,-73.90292,POINT (-73.90292 40.844177),EAST 174 STREET,WEBSTER AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,,,,4343222,Sedan,,,,
2020-08-29,13:12:00,BROOKLYN,11213,40.679695,-73.936966,POINT (-73.936966 40.679695),,,1588 FULTON STREET,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,,,,,4343422,Sedan,,,,
2020-08-29,18:05:00,QUEENS,11411,40.691948,-73.730675,POINT (-73.730675 40.691948),231 STREET,LINDEN BOULEVARD,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4342738,Sedan,,,,
2020-08-29,17:07:00,,,40.771053,-73.98715,POINT (-73.98715 40.771053),WEST 60 STREET,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4342824,Sedan,,,,
2020-08-29,09:39:00,BROOKLYN,11215,40.677692,-73.98792,POINT (-73.98792 40.677692),,,430 CARROLL STREET,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4343148,Box Truck,Sedan,,,
2020-08-29,18:30:00,BROOKLYN,11223,40.60594,-73.97929,POINT (-73.97929 40.60594),WEST 6 STREET,QUENTIN ROAD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4342750,Station Wagon/Sport Utility Vehicle,,,,
2020-08-29,12:40:00,QUEENS,11413,40.676476,-73.736984,POINT (-73.736984 40.676476),,,232-14 133 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4342708,Sedan,Sedan,,,
2020-08-29,10:45:00,BROOKLYN,11249,40.705635,-73.9651,POINT (-73.9651 40.705635),CLYMER STREET,JULIANA PLACE,,2,0,0,0,0,0,2,0,Backing Unsafely,Driver Inattention/Distraction,,,,4343080,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-08-29,23:30:00,BRONX,10466,40.890945,-73.85992,POINT (-73.85992 40.890945),EAST 229 STREET,LOWERRE PLACE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4343259,AMBULANCE,Sedan,,,
2020-08-29,06:35:00,MANHATTAN,10019,,,,,,706 Joe DiMaggio Hwy,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,Unspecified,,,,4343318,Sedan,Sedan,,,
2020-08-29,14:00:00,QUEENS,11104,40.737896,-73.92355,POINT (-73.92355 40.737896),42 STREET,50 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4343384,Station Wagon/Sport Utility Vehicle,Tow Truck / Wrecker,,,
2020-08-29,19:26:00,BROOKLYN,11221,40.69174,-73.91401,POINT (-73.91401 40.69174),CORNELIA STREET,CENTRAL AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4343554,Sedan,Station Wagon/Sport Utility Vehicle,,,
2020-08-29,03:45:00,BROOKLYN,11234,40.61685,-73.92276,POINT (-73.92276 40.61685),AVENUE O,EAST 54 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,Unspecified,,,4343242,Sedan,Sedan,Sedan,,
2020-08-29,21:10:00,,,40.588924,-74.167625,POINT (-74.167625 40.588924),RICHMOND AVENUE,RICHMOND HILL ROAD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4343292,Motorcycle,Station Wagon/Sport Utility Vehicle,,,
2020-08-29,10:11:00,STATEN ISLAND,10305,40.57925,-74.07781,POINT (-74.07781 40.57925),SEAVIEW AVENUE,CAPODANNO BOULEVARD,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,,,,4342760,Dump,Sedan,,,
2020-08-29,00:00:00,QUEENS,11377,40.75221,-73.90443,POINT (-73.90443 40.75221),BROADWAY,57 STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,Driver Inattention/Distraction,,,4342848,Sedan,Motorcycle,Motorcycle,,
2020-08-29,16:00:00,,,40.708935,-73.79601,POINT (-73.79601 40.708935),MERRICK BOULEVARD,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4343450,Sedan,Sedan,,,
2020-08-29,19:48:00,BROOKLYN,11237,40.699436,-73.91229,POINT (-73.91229 40.699436),GATES AVENUE,MYRTLE AVENUE,,2,0,0,0,0,0,2,0,Turning Improperly,Failure to Keep Right,Failure to Keep Right,,,4343514,Sedan,Sedan,Sedan,,
2020-08-29,14:09:00,BROOKLYN,11234,40.62975,-73.93286,POINT (-73.93286 40.62975),,,4575 KINGS HIGHWAY,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4343235,Sedan,Station Wagon/Sport Utility Vehicle,,,
2020-08-29,16:45:00,MANHATTAN,10033,40.846764,-73.933784,POINT (-73.933784 40.846764),WEST 178 STREET,AUDUBON AVENUE,,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,,,,4343045,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-08-29,22:10:00,QUEENS,11101,40.7448,-73.953415,POINT (-73.953415 40.7448),VERNON BOULEVARD,47 ROAD,,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,,,,4343387,Sedan,Moped,,,
2020-08-29,12:21:00,BROOKLYN,11207,40.68812,-73.9117,POINT (-73.9117 40.68812),EVERGREEN AVENUE,ELDERT STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4343545,MOPED,Sedan,,,
2020-08-29,02:45:00,MANHATTAN,10013,40.718708,-74.000946,POINT (-74.000946 40.718708),,,262 CANAL STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4343313,Sedan,Station Wagon/Sport Utility Vehicle,,,
2020-08-29,21:45:00,,,40.754658,-73.833115,POINT (-73.833115 40.754658),SANFORD AVENUE,,,0,0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4342758,Station Wagon/Sport Utility Vehicle,Bike,,,
2020-08-29,11:29:00,,,40.734768,-73.861595,POINT (-73.861595 40.734768),LONG ISLAND EXPRESSWAY,,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,Unspecified,,,4342704,Station Wagon/Sport Utility Vehicle,Sedan,Sedan,,
2020-08-29,13:50:00,BROOKLYN,11234,40.62625,-73.920876,POINT (-73.920876 40.62625),AVENUE K,EAST 57 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4343234,Sedan,Station Wagon/Sport Utility Vehicle,,,
2020-08-29,07:10:00,MANHATTAN,10018,40.753475,-73.99254,POINT (-73.99254 40.753475),WEST 36 STREET,8 AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,,,,4343015,Sedan,,,,
2020-08-29,06:30:00,QUEENS,11358,40.7527,-73.805046,POINT (-73.805046 40.7527),,,46-60 162 STREET,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4342722,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2020-08-29,00:51:00,,,,,,EAST FORDHAM ROAD,,,1,0,0,0,0,0,1,0,Alcohol Involvement,,,,,4342832,Station Wagon/Sport Utility Vehicle,,,,
2020-08-29,18:50:00,BRONX,10472,40.831043,-73.88071,POINT (-73.88071 40.831043),EAST 172 STREET,WHEELER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4343275,Sedan,,,,
2020-08-29,00:00:00,,,,,,141 STREET,UNION TURNPIKE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4342731,Sedan,,,,
2020-08-29,01:45:00,,,40.762913,-73.96981,POINT (-73.96981 40.762913),EAST 59 STREET,,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,4343122,Taxi,Station Wagon/Sport Utility Vehicle,,,
2020-08-29,21:00:00,BROOKLYN,11201,40.697178,-73.994965,POINT (-73.994965 40.697178),,,146 HICKS STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4343201,Sedan,,,,
2020-08-29,16:30:00,,,40.743275,-73.77572,POINT (-73.77572 40.743275),LONG ISLAND EXPRESSWAY,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,Unspecified,Unspecified,,4342717,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,
2020-08-29,08:40:00,,,40.68268,-73.922676,POINT (-73.922676 40.68268),RALPH AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4343414,Sedan,Sedan,,,
2020-08-29,17:50:00,,,,,,COLLEGE POINT BOULEVARD,WHITESTONE EXPRESSWAY,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,4342757,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2020-08-29,20:42:00,BROOKLYN,11211,40.70835,-73.95323,POINT (-73.95323 40.70835),SOUTH 4 STREET,HOOPER STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4343082,Sedan,Bus,,,
2020-08-29,13:30:00,QUEENS,11385,40.697903,-73.90165,POINT (-73.90165 40.697903),,,1719 STEPHEN STREET,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,4342899,Ambulance,Van,,,
2020-08-29,00:35:00,BRONX,10466,40.88845,-73.841965,POINT (-73.841965 40.88845),BAYCHESTER AVENUE,EAST 233 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4343249,Sedan,Sedan,,,
2020-08-29,02:10:00,,,40.82999,-73.84887,POINT (-73.84887 40.82999),CROSS BRONX EXPRESSWAY,WATSON AVENUE,,1,0,0,0,0,0,1,0,,,,,,4343269,,,,,
2020-08-29,09:05:00,BROOKLYN,11214,40.582752,-73.98633,POINT (-73.98633 40.582752),,,2970 CROPSEY AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4343215,Sedan,,,,
2020-08-29,15:30:00,QUEENS,11105,40.77004,-73.90951,POINT (-73.90951 40.77004),STEINWAY STREET,23 ROAD,,1,0,0,0,1,0,0,0,Following Too Closely,Unspecified,,,,4342800,Station Wagon/Sport Utility Vehicle,Bike,,,
2020-08-29,14:30:00,BRONX,10468,40.869656,-73.898926,POINT (-73.898926 40.869656),WEST 195 STREET,RESERVOIR AVENUE,,7,0,0,0,0,0,7,0,Failure to Yield Right-of-Way,Unsafe Lane Changing,,,,4342835,Sedan,Station Wagon/Sport Utility Vehicle,,,
2020-08-29,05:30:00,,,40.820137,-73.89029,POINT (-73.89029 40.820137),BRUCKNER EXPRESSWAY,,,0,0,0,0,0,0,0,0,Other Vehicular,,,,,4342729,Taxi,,,,
2020-08-29,17:30:00,BROOKLYN,11223,40.589157,-73.98282,POINT (-73.98282 40.589157),WEST 13 STREET,AVENUE X,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4343224,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-08-29,19:10:00,BROOKLYN,11211,40.717907,-73.94666,POINT (-73.94666 40.717907),FROST STREET,MANHATTAN AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,Unspecified,,,4343326,Sedan,Sedan,Box Truck,,
2020-08-29,19:50:00,MANHATTAN,10009,40.727844,-73.98223,POINT (-73.98223 40.727844),EAST 10 STREET,AVENUE A,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4343531,Station Wagon/Sport Utility Vehicle,,,,
2020-08-29,16:49:00,BRONX,10467,40.8755,-73.876495,POINT (-73.876495 40.8755),EAST 207 STREET,PERRY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,,,,4342837,Station Wagon/Sport Utility Vehicle,,,,
2020-08-29,18:09:00,MANHATTAN,10026,40.80322,-73.95253,POINT (-73.95253 40.80322),WEST 116 STREET,7 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4343265,Taxi,E-Scooter,,,
2020-08-28,16:00:00,,,40.86221,-73.89965,POINT (-73.89965 40.86221),EAST FORDHAM ROAD,EAST 188 STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4343375,Sedan,,,,
2020-08-28,21:13:00,,,,,,BELT PARKWAY,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4342720,Station Wagon/Sport Utility Vehicle,Sedan,,,
2020-08-28,02:19:00,,,,,,BELT PARKWAY,,,1,0,0,0,0,0,1,0,Unsafe Speed,,,,,4342445,Sedan,,,,
2020-08-28,07:50:00,,,,,,,,67 WEST DRIVE,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4342542,Bike,,,,
2020-08-28,09:40:00,,,,,,QUEENS MIDTOWN TUNNEL,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4342755,Bus,Sedan,,,
2020-08-28,01:45:00,QUEENS,11420,40.68079,-73.806305,POINT (-73.806305 40.68079),135 STREET,115 AVENUE,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,,,,4342447,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
2020-08-28,18:30:00,QUEENS,11377,40.746334,-73.89633,POINT (-73.89633 40.746334),ROOSEVELT AVENUE,69 STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4342845,Bike,,,,
2020-08-28,13:10:00,BROOKLYN,11233,40.668377,-73.92012,POINT (-73.92012 40.668377),PITKIN AVENUE,HOWARD AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4342783,Bike,,,,
2020-08-28,12:00:00,BRONX,10466,40.89379,-73.85164,POINT (-73.85164 40.89379),,,4210 DIGNEY AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4343232,Pick-up Truck,,,,
2020-08-28,20:18:00,BROOKLYN,11235,40.5839,-73.93874,POINT (-73.93874 40.5839),EMMONS AVENUE,NOSTRAND AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4343179,Sedan,Sedan,,,
2020-08-28,06:00:00,,,40.862602,-73.92028,POINT (-73.92028 40.862602),WEST 204 STREET,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4342975,Station Wagon/Sport Utility Vehicle,,,,
2020-08-28,10:15:00,BRONX,10459,40.818794,-73.89864,POINT (-73.89864 40.818794),,,833 DAWSON STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4342999,Station Wagon/Sport Utility Vehicle,,,,
2020-08-28,14:50:00,,,40.583534,-73.984184,POINT (-73.984184 40.583534),BELT PARKWAY,,,0,0,0,0,0,0,0,0,Obstruction/Debris,,,,,4342632,Station Wagon/Sport Utility Vehicle,,,,
2020-08-28,17:00:00,,,,,,STATEN ISLAND EXPRESSWAY,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4343240,Station Wagon/Sport Utility Vehicle,Box Truck,,,
2020-08-28,13:00:00,,,40.76018,-73.8012,POINT (-73.8012 40.76018),NORTHERN BOULEVARD,,,2,0,0,0,0,0,2,0,Reaction to Uninvolved Vehicle,Unspecified,,,,4342609,Sedan,Sedan,,,
